epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,187.041,1.33438,1.25514,0.96962,0.44854,0.34769,0.34001,0.20757,1.20351,0.94005,0.90889,0.0700371,0.00332921,0.00332921
2,357.136,1.3881,1.07636,0.95832,0.47009,0.33182,0.33765,0.20154,1.27317,0.97337,0.91939,0.0400151,0.00664056,0.00664056
3,524.613,1.47211,1.1478,0.98028,0.42552,0.30218,0.30419,0.17616,1.33395,1.04121,0.94021,0.00997111,0.00992991,0.00992991
